visit_id,customer_id,unit_id,visited_at,purpose
V2656378,C100640,344A,2018-06-26 22:52:00,payment
V9246755,C100728,#293,2021-06-25 17:32:00,payment
V9856940,C101984,U1100,20190226T034900,access
V3352846,C102188,#417,2023-07-18 08:13:00,move-out
V3851851,C100827,#417,20180317T092700,access
V4104192,C100390,U1036,2021/12/15 12:23,inspection
V2382070,C101901,u1278,2021/01/15 20:34,delivery
V7845916,C101933,U1208,24-Dec-2020 08:43AM,inquiry
V5811472,C101633,#221,01-Nov-2025 05:36PM,move-out
V4356416,C101924,u1160,20230705T170500,payment
V2889011,C100850,#221,20230830T223200,inspection
V0542991,C100558,Unit 315,26-Marr-2021 09:17PM,payment
V4977289,C100625,u1250,23-Nov-2019 02:25AM,inquiry
V5140806,C100073,u1069,29-Nov-2018 11:12AM,inquiry
V4903917,C101274,Unit 255,2019-06-18 11:55:00,payment
V6823531,C102109,u1329,2022-03-22 03:11:00,access
V3226745,C102079,#443,20230217T041700,pickup
V1184978,C101403,298A,03/10/2024 22:12,payment
V0833066,C100817,u1148,2024-06-28 17:24:00,delivery
V8111604,C100113,U1095,21/01/2020 08:30,pickup
V1319533,C101098,215A,2024/04/07 05:11,delivery
V8972210,C100536,U1165,20180226T080500,pickup
V4732628,C101961,252A,2024/04/05 23:21,access
V8232073,C100720,Unit 450,20200516T095800,move-out
V0370885,C102168,u1091,20201106T071900,move-out
V0559815,C101872,U1480,21/10/2018 11:04,inquiry
V9396268,C101798,219A,09/09/2023 21:05,inquiry
V9477301,C100914,464A,20190322T212700,access
V5697338,C102072,194A,2026/02/17 12:14,payment
V5938352,C102181,Unit 432,13-May-2019 01:55PM,pickup
V2175956,C100193,U1364,2024-05-19 00:20:00,inquiry
V7360521,C100152,Unit 255,20220920T015000,inspection
V9568859,C100673,U1019,12-Oct-2020 05:57AM,access
V7253507,C101922,Unit 83,01/01/2023 10:08,move-out
V2613349,C102087,Unit 171,14-Nov-2023 12:27PM,access
V8645412,C101688,U1214,2020-04-12 11:37:00,delivery
V4987472,C100471,U1238,20210523T082400,access
V0386642,C101434,u1445,10-Nov-2025 10:17AM,delivery
V6900276,C101347,u1414,2026-01-24 00:33:00,inquiry
V0587522,C101937,484A,2018-12-28 14:50:00,delivery
V4951434,C101604,Unit 490 - ,12-Nov-2022 05:05AM,move-out
V1595516,C101949,U1361,20250703T071800,move-out
V0860570,C100063,U1339,20180925T171200,pickup
V8319151,C101453,U1033,09/03/2019 04:17,access
V3604038,C100796,U1017,2018-03-24 15:50:00,inquiry
V0376088,C101466,u1374,31-Oct-2023 02:00AM,delivery
V6912443,C100147,#296,2023/01/07 15:28,inspection
V0511166,C100074,u1198,10/03/2026 12:02,inquiry
V4515063,C101731,U1456,2020-05-14 09:38:00,payment
V5116098,C101833,Unit 151,20201224T145400,pickup
V1461371,C101446,u1119,2021-01-28 10:16:00,payment
V0465427,C100526,Unit 498,30-Sep-2018 09:21PM,payment
V7057800,C101139,U1487,20200909T235000,delivery
V7190958,C101472,U1330,16-Mar-2021 04:16PM,payment
V8545455,C100235,16A,20241002T172700,move-out
V7356881,C101450,406A,09-Jul-2021 10:58PM,access
V2168886,C100153,#96,2024/01/05 11:20,inquiry
V0132490,C101030,Unit 51,2024/03/26 12:05,inquiry
V5027015,C100947,332A,20250309T000800,delivery
V7936553,C101509,U1306,2023-04-24 01:20:00,inspection
V4110445,C102139,#438,2024/04/19 11:51,payment
V7908470,C101092,u1365,30-Dec-2020 05:15AM,move-out
V0198996,C100022,206A,2019-03-18 16:29:00,payment
V2647983,C102179,U1376,10-Dec-2020 03:17PM,inspection
V3111224,C101273,u1078,2018/02/08 19:30,move-out
V9806963,C100121,338A,20221023T181300,pickup
V7332991,C101827,Unit 171,20211011T174200,move-out
V6612826,C100630,u1146,2025/05/25 20:37,payment
V9412026,C100296,U1472,2019/09/04 06:13,payment
V4442603,C101559,Unit 83,20250508T07000,delivery
V9294552,C101096,U1009,20-Feb-2022 09:14AM,payment
V4473779,C100888,u1429,2019/04/03 21:01,move-out
V8699478,C101704,U1324,2021/11/04 06:10,pickup
V1297260,C101789,U1009,2024/06/04 13:54,payment
V7911850,C100447,194A,03/11/2025 17:39,inquiry
V9486361,C100986,#416,15/02/2019 21:54,pickup
V0788952,C101605,u1119,27-May-2018 06:36PM,pickup
V5159338,C101700,U1001,05-Feb-2024 10:22AM,inspection
V9710943,C100452,u1124,2023-08-03 03:04:00,payment
V7833339,C100021,224A,2025-12-29 06:52:00,inquiry
V9601174,C101392,U1118,2019-03-25 23:07:00,inquiry
V3715612,C101264,147A,2022-07-18 20:29:00,inspection
V1855372,C101208,323A,2022-10-30 14:14:00,payment
V6626861,C101089,U1349,20240131T114200,delivery
V0236016,C100149,304A,2025/07/27 06:02,payment
V5275350,C102002,#12,20260110T051100,pickup
V3435875,C101825,U1149,06/03/2025 11:25,payment
V9929758,C100435,U1052,2023-08-24 03:48:00,delivery
V5858388,C101536,452A,20211010T225400,pickup
V2225525,C101524,#471,2020/12/15 06:03,pickup
V5733945,C101421,239A,23-Sep-2021 11:44AM,delivery
V2242389,C100315,U1258,20181104T214400,payment
V2315918,C100323,U1455,2022-09-16 11:05:00,move-out
V0020575,C101706,Unit 381,2022/08/16 17:58,access
V0920964,C102106,#305,2018/11/07 15:21,inspection
V4433178,C101247,252A,2020/02/11 13:26,inquiry
V8653289,C101518,U1468,18/02/2024 03:58,move-out
V3147209,C101820,Unit 132,23-Nov-2018 02:41PM,pickup
V7285617,C100416,U1233,20220217T155100,delivery
V8301230,C100949,U1136,2021-03-10 03:51:00,pickup
V1741051,C100548,u1403 - ,20240203T030300,inspection
V9028440,C101581,#21,2022/08/22 02:30,pickup
V0659407,C100502,239A,20220610T194800,inspection
V5819178,C101115,108A,08-Oct-2023 09:27PM,move-out
V7652187,C101731,u1148,07/07/2018 04:00,delivery
V0550083,C100573,U1032,2023-11-23 06:58:00,delivery
V8365188,C100504,U1418,2021/11/01 19:47,delivery
V1843736,C100261,u1167,10/06/2020 11:12,inspection
V6932520,C101846,u1121,20240926T081000,payment
V5988753,C101464,Unit 390,2022-01-20 23:09:00,access
V5777114,C101278,#435,17/03/2019 20:33,inquiry
V1527803,C101959,464A,20250928T113400,move-out
V5250007,C101821,U1302,20220601T203300,inspection
V8369039,C101862,u1014,20181031T014200,inspection
V2376533,C101845,u1056,2021/08/11 05:17,inquiry
V6095164,C102183,#140,22/09/2021 07:39,inquiry
V2483262,C101963,139A,2021/03/01 02:26,payment
V6324694,C101492,U1402,2020/06/01 03:28,move-out
V8459800,C100313,Unit 74 ,05/08/2024 23:36,move-out
V4218205,C100456,U1002,29-May-2022 07:13PM,pickup
V3552003,C100407,Unit 106,20230428T121800,pickup
V4534935,C101947,Unit 114,03-Oct-2019 05:32AM,delivery
V6782023,C102085,u1466,20251225T064100,inspection
V1630755,C100635,Unit 317,20250818T013000,payment
V6773930,C102036,u1400,20260313T053200,pickup
V9032679,C101187,81A,2019-06-23 00:44:00,delivery
V0186333,C100818,u1185,20190305T100900,pickup
V4660213,C101123,U1376,20250214T102300,delivery
V8503657,C101975,U1180,2024-12-14 21:07:00,inspection
V2180571,C101660,#48,2023-02-22 09:12:00,payment
V6807854,C101101,U1376,23-Oct-2019 05:03PM,payment
V0678751,C100244,267A,20220621T061000,inquiry
V7832048,C100634,U1383,11-Jan-2018 03:48PM,move-out
V0870292,C100773,434A,05/06/2024 07:16,inspection
V5695798,C100519,u1278,2023-04-25 10:21:00,move-out
V3694415,C100627,#90,2024/02/11 01:46,access
V0940157,C101645,U1448,02-Jul-2023 09:30PM,payment
V7667263,C101695,u1107,04/01/2025 03:28,access
V7075670,C100496,Unit 315,29/07/2018 15:31,delivery
V0534461,C100939,u1482,27/03/2023 00:40,access
V6963756,C101013,U1136,12/12/2022 11:33,inspection
V3395768,C101533,Unit 171,26/07/2024 04:14,delivery
V5890970,C100374,u1354,2019/08/06 05:43,payment
V7934192,C101297,257A,28-Aug-2021 01:22PM,payment
V3890940,C100051,Unit 261,2025-08-22 13:13:00,payment
V3590695,C101864,86A,16/08/2018 12:37,access
V2400904,C101561,U1455,02/09/2024 15:55,inspection
V8868374,C101304,257A,20220724T210100,payment
V1144997,C100866,#129,18-Feb-2019 01:50PM,pickup
V1170685,C101575,133A,2021/04/14 06:53,delivery
V1615134,C102112,#287,06/04/2024 15:20,access
V4414895,C101311,#296,2023-01-25 18:21:00,delivery
V6372455,C100199,u1389,24-Jun-2020 01:41AM,move-out
V4545205,C101390,u1429,17-May-2024 07:43AM,move-out
V6307464,C100773,263A,24/01/2025 03:02,access
V3720665,C101954,#66,04-Apr-2018 02:36AM,payment
V4983063,C102136,#494,20221020T055300,inquiry
V7974429,C100565,u1209,07/06/2023 02:05,inquiry
V5295394,C100348,#334,14/06/2024 15:48,access
V7439915,C101283,U1330,22/04/2018 18:15,move-out
V7695902,C102014,u1121,20181206T161100,delivery
V8164172,C102119,u1308,2020/04/04 08:23,payment
V7515714,C101286,Unit 261,20180319T231400,delivery
V3220855,C100126,#435,2025-02-03 15:03:00,delivery
V5313698,C100414,U1361,09/03/2021 19:19,inspection
V8885300,C100506,#87,2018-12-01 02:00:00,payment
V8263769,C101490,Unit 316,05-May-2025 08:28AM,inspection
V8450699,C101809,U1238,20250820T174000,access
V9786614,C100751,Unit 179,2018/09/23 09:15,inspection
V7590029,C100872,u1428,20230217T181000,pickup
V0509769,C100997,u1121,26-Oct-2020 08:22PM,pickup
V3616676,C101300,U1339,20220515T101600,inspection
V8335220,C101490,#284,2022/11/03 06:16,payment
V3803580,C100711,298A,2023-11-26 16:19:00,delivery
V4143111,C101195,u1050,29-Jan-2020 12:13AM,access
V1085430,C100407,u1154,22-Aug-2020 09:25PM,inspection
V1467843,C100445,#138,20251017T100800,inquiry
V7866049,C101547,U1118,2023/10/20 14:28,inspection
V3963379,C100532,U1478,2023-06-15 14:17:00,inspection
V5630346,C101733,399A,20250731T142900,inquiry
V4162290,C100552,267A,2019-09-19 19:30:00,delivery
V7080077,C101372,#494,2025/08/09 06:33,access
V2948367,C100213,Unit 460,2024-02-18 11:42:00,inquiry
V9617207,C101516,28A,2022-02-03 08:19:00,payment
V9266034,C101834,U1214,30-Jun-2019 02:19PM,inquiry
V1115896,C100164,Unit 106,2023-05-18 15:46:00,inquiry
V6194023,C100003,Unit 392,2021/03/21 11:39,inspection
V2024018,C100036,76A,05-Nov-2021 03:34AM,pickup
V0381538,C102053,#359,10-Jun-2024 03:43PM,access
V5303493,C101358,#21,20231117T075900,access
V4203467,C102128,#425,27/09/2020 17:38,access
V8163281,C100646,Unit 299,06-Sep-2020 08:34AM,inquiry
V4743800,C101500,424A,04-Nov-2018 07:17PM,pickup
V9150105,C100472,U1097,2022/08/01 15:12,payment
V6983399,C101854,u1091,16-Jan-2026 10:06AM,access
V9161484,C101922,U1032,07-Feb-2020 07:55PM,inquiry
V5233256,C101687,Unit 155,2023-11-14 02:36:00,inquiry
V9181707,C100935,u1202,22/09/2020 09:49,delivery
V3119605,C101532,289A,20230501T163500,inquiry
V3703134,C101909,u1044,05/07/2020 19:50,delivery
V5874192,C100396,#256,26-Sep-2024 03:25PM,inquiry
V2144065,C100534,309A,2025-11-07 03:48:00,pickup
V3452929,C102133,u1078,20231009T194100,payment
V7209544,C101536,323A,2021-05-15 14:16:00,payment
V9792090,C100709,u1400,10/06/2018 22:46,move-out
V2362900,C102040,#93,12/12/2025 01:56,delivery
V9633004,C101034,U1361,2021-03-08 01:30:00,move-out
V1708629,C100997,u1209,20230621T132500,move-out
V3757401,C101360,103A,2018-09-06 19:36:00,inquiry
V5439039,C101231,#438,2022/11/05 12:59,move-out
V1261380,C101532,Unit 490 - ,2022-10-08 17:17:00,inquiry
V7059641,C100074,U1150,2020/08/15 10:57,access
V5972595,C101722,Unit 123,04-Sep-2023 12:10PM,access
V0192062,C101254,U1009,2023/03/06 17:04,pickup
V8037915,C100291,252A,13-Feb-2019 12:31AM,move-out
V2654424,C101337,343A,18/01/2018 06:04,delivery
V9607403,C101977,U1023,2024/01/01 18:42,inquiry
V8489767,C101909,U1095,2018-02-01 16:07:00,delivery
V1343755,C101961,Unit 179,2022/12/21 03:13,payment
V9495413,C100448,Unit 111,2020-06-28 12:10:00,inquiry
V2481151,C100919,u1156,09-Aug-2023 02:07PM,pickup
V8479054,C100189,U1264,15-Oct-2019 11:00PM,payment
V9749725,C101501,#443,28-Nov-2023 01:03PM,payment
V2540773,C100016,#311,2021/09/02 15:36,access
V7160871,C101237,U1321,2019-06-30 04:11:00,move-out
V3994485,C101593,81A,26/07/2019 08:13,move-out
V4982912,C100707,Unit 318,2024-10-10 17:35:00,delivery
V2121815,C100963,Unit 273,2024/03/23 20:02,move-out
V5102282,C101394,U1340,20230728T004700,delivery
V7096143,C100512,#328,2022/07/14 09:13,pickup
V3831244,C100146,u1195,2023/01/11 02:02,pickup
V0686307,C102127,U1497,2025/11/20 12:46,payment
V3089749,C100391,u1061,2019/08/20 06:40,access
V4729430,C101953,U1117,25/02/2021 05:33,move-out
V1246565,C100488,#422,07-Aug-2023 04:57AM,pickup
V0256699,C101016,#159,2025-10-14 09:51:00,pickup
V9482642,C100543,207A,24/09/2023 16:17,payment
V0427725,C100427,#334,10/07/2019 02:15,delivery
V1512314,C101612,U1478,23/01/2024 01:51,pickup
V4131046,C101685,U1180,2019/11/12 10:51,access
V7334747,C101584,Unit 392,03/12/2020 11:19,pickup
V7185491,C100626,#305,07/05/2022 05:07,delivery
V7484603,C100669,Unit 106,03/02/2020 03:47,pickup
V4799221,C100794,#226,12-Jul-2019 12:01AM,delivery
V1320971,C100317,Unit 345,18-Apr-2018 04:13PM,pickup
V2319527,C101954,Unit 498,13/02/2020 04:47,inspection
V0544797,C100728,u1026,2021-04-18 19:04:00,inquiry
V3809069,C101770,u1182,26/10/2022 00:07,pickup
V2573030,C102035,u1303,2026-03-05 12:40:00,move-out
V3162063,C101580,u1429,2022/01/26 08:34,access
V1716787,C100754,#301,2018/04/08 15:43,payment
V4623166,C101400,u1445,2021/06/25 04:42,inquiry
V1497110,C101514,103A,2018/11/11 13:44,payment
V6601348,C100365,u1182,20251214T205700,payment
V1468945,C101422,298A,18/12/2022 16:08,payment
V3879371,C100178,Unit 275,20180724T150000,delivery
V7351839,C100471,423A,2025/09/03 12:06,pickup
V9829798,C102008,Unit 105,14-Apr-2021 06:21AM,access
V8985991,C100580,u1192,20240627T071200,payment
V3192735,C101964,u1069,2019-03-16 20:18:00,inspection
V4110034,C100397,u1429,17-Oct-2018 07:39PM,inspection
V3419252,C101303,323A,20180228T120800,payment
V0614075,C100052,U1282,14-Apr-2018 10:48PM,inspection
V7371240,C101248,u1202,09/07/2024 07:41,delivery
V3196160,C101620,u1467,20231008T222000,inspection
V3973215,C101971,Unit 163,2024/04/14 22:04,pickup
V6598606,C100746,u1445,04/11/2020 01:33,inspection
V1008293,C101131,#438,10-Jun-2019 05:47PM,inquiry
V6779421,C100506,Unit 55,14-Mar-2023 07:09AM,payment
V5314345,C100685,U1339,06/11/2025 15:35,inquiry
V2744618,C100265,u1354,2023-10-04 04:31:00,inspection
V8035328,C100700,#93,2024-07-30 12:09:00,access
V6996563,C100415,U1349,2021-11-09 22:25:00,move-out
V9276315,C100583,u1234,20190708T084100,pickup
V4629101,C101635,#199,2024/05/20 18:16,inquiry
V3731495,C101031,#483,2021-02-27 04:07:00,inquiry
V2895841,C101941,#443,2018/08/06 03:28,pickup
V8493897,C100376,U1208,2020/11/25 19:28,inspection
V9014361,C100328,U1002,2024-09-29 16:01:00,inquiry
V5579389,C101449,16A,20210312T045000,payment
V0419555,C102021,u1078,20201216T135500,pickup
V8337530,C100800,U1476 - ,2020-03-22 10:43:00,pickup
V2536679,C100410,u1454,2022/01/22 19:10,inquiry
V9901245,C102174,135A,05/08/2024 18:46,delivery
V3807522,C100722,#385,16/08/2025 23:15,inquiry
V8316380,C101220,u1414,26-Mar-2018 01:49AM,move-out
V7170671,C100759,82A,20251229T105200,move-out
V0402125,C100752,Unit 491,17/09/2025 00:01,access
V3219125,C101743,U1063,2025-08-28 22:07:00,inquiry
V2637750,C101983,U1201,20210905T195300,pickup
V3569854,C102141,U1001,2023/12/31 16:24,move-out
V8761551,C101516,207A,12/06/2019 23:38,move-out
V8628919,C102185,u1428,20220907T143500,payment
V2119655,C102094,U1001,2024/02/08 18:32,pickup
V8746637,C100675,Unit 297,20190204T025900,payment
V3753795,C101717,186A,2022-02-28 02:35:00,payment
V1306730,C101548,u1042,2025-12-23 12:47:00,inspection
V9849084,C101219,u1320,03-Apr-2019 10:10AM,move-out
V3578865,C101193,U1065,2025/04/23 17:31,move-out
V1298541,C102174,U1142,01/01/2024 17:59,inspection
V1219699,C101370,U1165,20220327T161700,access
V0790513,C100074,U1361,2018-12-05 16:43:00,access
V3862390,C101519,298A,2020-03-11 06:56:00,inspection
V0920317,C101223,#72,2022-02-24 13:14:00,inspection
V9022250,C100433,U1165,2025/10/04 12:27,delivery
V1899239,C100962,Unit 395,2022/01/03 22:48,delivery
V1629389,C101839,u1303,2018-05-25 01:00:00,pickup
V6206865,C100006,#221,20190615T020800,pickup
V7176172,C100382,u1026,2025-09-07 12:26:00,delivery
V8643920,C102050,U1327,2025/02/22 13:01,pickup
V9669939,C101104,U1348,2024-05-08 22:33:00,inquiry
V6066984,C102022,Unit 373,09/02/2022 19:30,pickup
V1800951,C101477,u1414,27-Jan-2023 02:47PM,access
V6904007,C100635,U1364,2024/12/09 18:18,pickup
V1948806,C101744,u1262,2020/07/26 10:23,delivery
V6683341,C101916,u1278,2022-01-22 05:17:00,inspection
V4285569,C100620,#216,19-Nov-2021 10:04PM,payment
V5883962,C101946,Unit 163,20250521T153800,inquiry
V3573574,C101810,u1041,2021/02/17 08:45,access
V4027686,C100596,Unit 222,2024-04-02 07:14:00,move-out
V3931259,C100273,Unit 163,2023-11-05 18:15:00,pickup
V4086532,C101489,196A,2023-10-12 08:02:00,inquiry
V5060502,C100778,u1329,14-Mar-2020 01:01PM,payment
V9598292,C100507,Unit 220,2020/11/16 07:44,access
V8353621,C100199,Unit 220,2021-12-20 03:59:00,delivery
V5077646,C100561,u1441,21-Dec-2023 01:30PM,move-out
V0079468,C100650,Unit 362,21/07/2024 09:22,access
V1271548,C101053,U1063,15-Oct-2025 08:04AM,inquiry
V8063380,C100271,Unit 373,2023-04-10 01:54:00,inspection
V3528314,C100498,u1461,2022-01-23 11:36:00,delivery
V7442444,C101054,U1282,20220204T030500,pickup
V9626904,C101368,434A,2025/05/30 01:12,inspection
V3125468,C100388,U1149,20231010T230300,inspection
V8307951,C101672,#29,04/10/2020 19:19,delivery
V0780580,C100584,#53,2024/08/09 19:12,delivery
V6401976,C100597,u1329,02-Nov-2025 06:13AM,delivery
V9497853,C100928,U1264,01-Nov-2019 03:03AM,move-out
V6778794,C100333,#177,2025-09-03 08:47:00,inspection
V1131418,C101725,#314,20181123T014400,inspection
V2244513,C101857,U1122,20222/01/31 10:46,delivery
V8565261,C101558,U1025,17-Feb-2025 12:35AM,inspection
V3662374,C100375,Unit 62,26-Mar-2025 09:23PM,pickup
V9609461,C100453,Unit 13,20221219T024500,payment
V5546785,C101739,U1149,2022/12/10 22:35,move-out
V6291795,C100484,#300,31/01/2021 09:43,access
V1363062,C100036,u1102,20250818T171500,pickup
V4845085,C100674,u1495,25/10/2022 23:38,inspection
V2798285,C101553,332A,29-Apr-2022 09:49AM,delivery
V4528181,C100825,189A,2020-08-28 01:07:00,delivery
V2218323,C100674,U1150,2023-12-01 12:17:00,inspection
V8651134,C101616,Unit 381,20250107T233800,pickup
V9178977,C101494,Unit 319,05/05/2018 00:40,inspection
V7752306,C100359,Unit 269,27-Jan-2024 02:40PM,delivery
V9575225,C102008,#357,23/10/2021 09:18,delivery
V3501098,C101551,U1065,18-Apr-2022 09:05AM,move-out
V5625855,C100540,#417,11-Jan-2018 03:46AM,pickup
V8504213,C101094,#70,20230811T092300,inquiry
V0670422,C100465,u1130,07/10/2025 14:56,move-out
V5897054,C100384,Unit 271,14/05/2018 12:02,inquiry
V2662866,C101089,343A,2019-01-28 06:42:00,delivery
V5258579,C100943,U1183,2025-01-15 08:52:00,access
V3814503,C100190,u1167,14-Jul-2020 09:48PM,access
V5181134,C101627,309A,27-Dec-2022 04:28PM,payment
V8949209,C101693,Unit 110,20210318T165300,payment
V1303052,C101933,#129,2020-01-16 11:12:00,delivery
V5828480,C101703,u1154,20241120T061900,move-out
V2841602,C101565,213A,2023-06-07 18:13:00,pickup
V7942403,C101827,#489 - ,13-Jun-2019 09:11AM,inquiry
V8256292,C101471,#53,10/01/2021 17:30,move-out
V6811632,C101008,Unit 109,20180206T161200,access
V1591256,C101857,u1495,2022/09/16 19:26,access
V0140765,C101895,#87,2020/05/09 13:06,access
V4630409,C101771,u1389,2020/01/28 05:16,delivery
V6189640,C101658,289A,24/07/2019 15:20,delivery
V2283977,C101321,u1445,08/08/2024 03:11,access
V0044533,C100787,298A,2024/07/20 05:36,delivery
V2909604,C100810,Unit 204,20180711T174100,inquiry
V3665326,C101015,U1330,07/09/2022 17:08,move-out
V8841641,C100909,u1389,2023/09/09 15:33,delivery
V6537975,C101855,#157,20240208T092000,pickup
V0590951,C102145,U1052,20200307T151200,move-out
V1754095,C100680,Unit 143,20250318T082300,payment
V5580808,C101777,35A,2020/05/15 14:38,delivery
V8179445,C102127,U1117,10-Jul-2019 09:43AM,delivery
V2002978,C100074,u1174,28/09/2018 02:54,payment
V2166949,C100846,U1340,20230508T145300,inspection
V6153652,C100667,172A,2019/06/18 14:36,access
V9026807,C100438,Unit 230,22/05/2019 15:55,move-out
V5587308,C100305,Unit 294,2022/12/16 10:54,pickup
V3204359,C100486,Unit 261,2020/08/27 04:09,inspection
V4308218,C101206,Unit 191,2025/01/25 05:31,inquiry
V1566343,C101958,Unit 230,2025-09-16 20:58:00,pickup
V2268661,C101234,Unit 62,05-Feb-2023 01:54PM,access
V1415939,C101627,Unit 299,04-Dec-2025 08:23PM,move-out
V3230368,C100285,u1405,17/09/2020 15:27,delivery
V7293042,C100206,Unit 68,17/02/2018 11:42,inquiry
V4003610,C101676,u1078,2019-08-21 17:04:00,payment
V1523463,C101891,239A,23-May-2025 07:55AM,delivery
V9814744,C101622,Unit 197,10-Jan-2019 01:14AM,inquiry
V0865860,C100443,U1173,2022-09-25 07:55:00,move-out
V7396255,C100206,u1429,20211201T103200,delivery
V9571906,C100844,U1097,04/12/2023 12:24,inquiry
V7784318,C102197,U1455,2019/05/25 01:42,pickup
V3904479,C100078,U1282,20231027T204600,payment
V7339861,C101848,Unit 315,20210822T110100,payment
V0548698,C101173,Unit 318,2020/08/18 01:13,inquiry
V7451493,C101678,Unit 220,20181208T082100,move-out
V8142490,C101629,U1349,01/06/2023 23:20,move-out
V5022847,C100842,u1454,2022-07-24 07:07:00,inquiry
V9965517,C101250,112A,2019-02-16 22:16:00,pickup
V5943237,C101621,u1308,24-Mar-2018 02:29PM,move-out
V4580245,C101790,#416,21-Nov-2023 01:41PM,pickup
V7078453,C101868,u1374,11-Apr-2025 11:30PM,pickup
V3361245,C101590,U1150,2020-01-12 15:09:00,inquiry
V3052250,C101932,#53,30-Apr-2023 01:02PM,move-out
V1852352,C100722,u1014,20230317T203100,pickup
V6271209,C100284,Unit 368,20180114T232300,access
V5624440,C101411,u1409,22-Aug-2024 05:29AM,inquiry
V5757678,C101439,u1181,20221124T011100,delivery
V0563556,C100520,Unit 260,2026-01-11 11:37:00,inquiry
V9165965,C102058,u1247,20220603T033300,inquiry
V8392674,C101019,u1262,2025-05-16 22:54:00,payment
V0478958,C101836,U1023,26/07/2024 18:16,move-out
V5984462,C101428,u1148,05/03/2026 03:33,payment
V6640821,C100646,Unit 240,29-Mar-2021 01:20AM,inspection
V4770405,C101884,U1302,20181203T043100,pickup
V5948068,C100572,Unit 212,30-Dec-2022 04:14AM,move-out
V6593208,C101696,U1377,12-Aug-2021 08:58PM,access
V0999856,C100170,#70,30/08/2021 01:17,payment
V8585711,C100242,Unit 373,04/10/2023 03:47,payment
V1363732,C100663,u1146,2021/04/26 19:55,inquiry
V4977332,C102154,112A,2024/11/01 14:23,access
V4106030,C100544,U1214,21-Nov-2018 04:39AM,move-out
V0813849,C100436,u1278,24-Feb-2019 10:50AM,payment
V0239924,C100208,#54,06-Jun-2025 06:48PM,delivery
V8678438,C102102,u1428,20-Jun-2019 04:01AM,delivery
V3880861,C100810,U1052,03/12/2023 23:02,inquiry
V1902602,C101680,U1184 ,25-Apr-2025 09:25PM,move-out
V7277438,C101004,288A,02/06/2021 16:59,inspection
V9931449,C101175,459A,20181130T154600,inspection
V8935506,C100833,#127,2021-05-14 06:40:00,payment
V0389249,C102195,82A,2025/08/18 23:14,delivery
V1782662,C100332,U1439,2023/12/12 16:35,delivery
V7723694,C100098,U1236,04-Jul-2018 10:55AM,delivery
V8437868,C101313,Unit 316,10/09/2023 15:49,inquiry
V8091624,C101784,176A,05-Apr-2023 09:39PM,access
V1064017,C100226,u1130,2021-05-13 21:23:00,delivery
V5041095,C101607,244A,2023-04-22 06:01:00,access
V3623096,C100048,u1441,08/05/2024 01:56,inspection
V0225976,C101045,U1476 - ,20190117T04900,payment
V7717986,C101435,295A,2021-05-01 00:34:00,move-out
V2983173,C102159,U1448,20241212T202900,payment
V6940296,C100843,U1173,2023/08/27 19:38,move-out
V8747642,C100609,U1233,2024/05/14 02:44,delivery
V2721543,C100529,#228,20240404T042800,inquiry
V4698839,C102017,#281,2021-01-30 18:44:00,pickup
V8521359,C102071,#141,2020/09/22 21:37,inspection
V7578407,C101290,U1149,2019-02-21 14:51:00,inquiry
V2850591,C100865,U1418,23/11/2019 02:18,pickup
V7843121,C101192,#175,20251204T095100,payment
V6055383,C100082,#481,2024/09/30 07:11,access
V8319620,C100967,U1065,2020/10/18 07:10,inspection
V0517966,C101994,U1448,27/03/2021 22:39,pickup
V7908564,C101286,u1044,2021/02/25 18:54,pickup
V1522311,C101156,147A,2018-09-07 23:11:00,move-out
V5944142,C101685,u1015,17-Jul-2019 01:39PM,access
V0903914,C101805,#200,03/03/2020 13:38,access
V1987797,C101121,U1499,14-Aug-2020 03:28PM,delivery
V6894323,C101220,#256,05-Jan-2022 12:41PM,pickup
V4482120,C101915,378A,07-Jan-2021 10:55AM,inspection
V5680591,C100947,#141,2025/09/09 23:48,inquiry
V6590611,C101919,U1063,25-Dec-2025 06:53PM,inquiry
V6902752,C100317,U1470,07-Jan-2019 08:56PM,pickup
V6168779,C100948,u1367,20250830T112100,inquiry
V4133253,C102158,37A,2024-05-30 01:57:00,pickup
V9004414,C100076,U1339,2018/06/24 15:21,access
V3913229,C101335,#43,2018/04/05  03:09,inspection
V0643880,C101799,U1183,2023-01-04 17:48:00,inspection
V9599951,C101093,449A,24/03/2019 00:49,payment
V5071237,C101004,U1497,27-Apr-2024 05:07AM,payment
V4753163,C101287,U1397,23-Dec-2025 03:59PM,move-out
V7876912,C100544,U1165,10/03/2022 10:56,inspection
V8598754,C101356,U1233,2025/03/31 21:55,payment
V3719120,C100589,u1308,2020-07-31 11:10:00,inquiry
V5728034,C100041,411A,2024/08/26 01:10,payment
V7946727,C100500,#259,2019/10/24 14:19,delivery
V9125031,C101721,#293,08-Mar-2022 08:47PM,access
V5369452,C102149,u1154,20231104T103400,move-out
V1702603,C101482,#241,15/02/2019 06:43,inquiry
V4110467,C100946,U1101,06-Oct-2020 02:47PM,delivery
V8289655,C100447,u1276,29/01/2026 15:00,move-out
V6261230,C102047,440A,2021/01/25 01:56,inspection
V0875650,C101843,215A,26-Feb-2024 11:06AM,delivery
V0094735,C100542,U1478,13/09/2022 16:21,pickup
V6729157,C101880,#228,20230728T142300,move-out
